Method,Target,Type,Score
POME,Recurrence,AP,0.38717969758935555
UMAP,Recurrence,AP,0.407267425453382
POME,Recurrence,AP,0.2752683441035677
UMAP,Recurrence,AP,0.2537604634790791
POME,Recurrence,AP,0.6414295184209401
UMAP,Recurrence,AP,0.34288425554086
POME,Recurrence,AP,0.43865721553879755
UMAP,Recurrence,AP,0.32237142379620526
POME,Recurrence,AP,0.4915420013866596
UMAP,Recurrence,AP,0.2708346420810842
POME,Recurrence,AP,0.5816538132886901
UMAP,Recurrence,AP,0.2747693318418862
POME,Recurrence,AP,0.531116603383727
UMAP,Recurrence,AP,0.4484578493726402
POME,Recurrence,AP,0.421626450483771
UMAP,Recurrence,AP,0.3678954880174392
POME,Recurrence,AP,0.428122650659975
UMAP,Recurrence,AP,0.255602967767286
POME,Recurrence,AP,0.52769496152334
UMAP,Recurrence,AP,0.24946357564140925
Naive,Recurrence,AP,0.23197903014416776
POME,Survival,AP,0.8442579169101533
UMAP,Survival,AP,0.8105884794949788
POME,Survival,AP,0.8662711356505006
UMAP,Survival,AP,0.7367251024461338
POME,Survival,AP,0.7804798521866699
UMAP,Survival,AP,0.7582038901042957
POME,Survival,AP,0.7275816349103794
UMAP,Survival,AP,0.8025516087176946
POME,Survival,AP,0.8264931962143216
UMAP,Survival,AP,0.8560232418295592
POME,Survival,AP,0.8982879113580218
UMAP,Survival,AP,0.7995822461986104
POME,Survival,AP,0.7808643561312555
UMAP,Survival,AP,0.7932926429058301
POME,Survival,AP,0.8166247743259121
UMAP,Survival,AP,0.8444392613336353
POME,Survival,AP,0.9070625376847539
UMAP,Survival,AP,0.88110423188877
POME,Survival,AP,0.8660034598133091
UMAP,Survival,AP,0.7941810936012974
Naive,Survival,AP,0.7208387942332897
POME,RFS Event,AP,0.6712288563413041
UMAP,RFS Event,AP,0.4614128675481175
POME,RFS Event,AP,0.5218908319123167
UMAP,RFS Event,AP,0.40510636029387836
POME,RFS Event,AP,0.5527825373793854
UMAP,RFS Event,AP,0.49092403614090907
POME,RFS Event,AP,0.5466381162193874
UMAP,RFS Event,AP,0.5463170815117664
POME,RFS Event,AP,0.6444077865146048
UMAP,RFS Event,AP,0.5585185460793176
POME,RFS Event,AP,0.6044426648359055
