Method,Target,Type,Score
POME,Disease Free Status,AP,0.44857275359303755
UMAP,Disease Free Status,AP,0.31765734371569615
POME,Disease Free Status,AP,0.276938118242466
UMAP,Disease Free Status,AP,0.2607531437748682
POME,Disease Free Status,AP,0.38794530759811274
UMAP,Disease Free Status,AP,0.42387496485500115
POME,Disease Free Status,AP,0.52083496213931
UMAP,Disease Free Status,AP,0.3794815061481728
POME,Disease Free Status,AP,0.5015281015281015
UMAP,Disease Free Status,AP,0.48870968001402787
POME,Disease Free Status,AP,0.5854538979538979
UMAP,Disease Free Status,AP,0.26359280561148923
POME,Disease Free Status,AP,0.6949023199023199
UMAP,Disease Free Status,AP,0.26636243386243386
POME,Disease Free Status,AP,0.31067444251654774
UMAP,Disease Free Status,AP,0.33117785998220783
POME,Disease Free Status,AP,0.23613579191382394
UMAP,Disease Free Status,AP,0.34777352277352275
POME,Disease Free Status,AP,0.5424509803921569
UMAP,Disease Free Status,AP,0.2959405300581771
Naive,Disease Free Status,AP,0.29276315789473684
POME,Disease-specific Survival status,AP,0.37460516917130077
UMAP,Disease-specific Survival status,AP,0.29205446665078094
POME,Disease-specific Survival status,AP,0.4014877686082243
UMAP,Disease-specific Survival status,AP,0.20820576820437287
POME,Disease-specific Survival status,AP,0.3227910082748793
UMAP,Disease-specific Survival status,AP,0.2329567540093856
POME,Disease-specific Survival status,AP,0.4286324370816349
UMAP,Disease-specific Survival status,AP,0.18319971911989652
POME,Disease-specific Survival status,AP,0.43169106148982306
UMAP,Disease-specific Survival status,AP,0.23127399610775567
POME,Disease-specific Survival status,AP,0.3033437405102559
UMAP,Disease-specific Survival status,AP,0.2884101909972431
POME,Disease-specific Survival status,AP,0.28630938992781096
UMAP,Disease-specific Survival status,AP,0.20094843768491727
POME,Disease-specific Survival status,AP,0.42972192567724476
UMAP,Disease-specific Survival status,AP,0.2658976221632269
POME,Disease-specific Survival status,AP,0.45736338201601556
UMAP,Disease-specific Survival status,AP,0.22405503238232427
POME,Disease-specific Survival status,AP,0.3604792314174663
UMAP,Disease-specific Survival status,AP,0.2097381545657408
Naive,Disease-specific Survival status,AP,0.2384937238493724
POME,Progression Free Status,AP,0.5294659740777128
UMAP,Progression Free Status,AP,0.37104451004461586
POME,Progression Free Status,AP,0.6490449546197614
UMAP,Progression Free Status,AP,0.4429372586890828
POME,Progression Free Status,AP,0.46962718409601806
UMAP,Progression Free Status,AP,0.4540581535028971
POME,Progression Free Status,AP,0.42721417555591057
UMAP,Progression Free Status,AP,0.44132194652245543
POME,Progression Free Status,AP,0.4756015771271823
UMAP,Progression Free Status,AP,0.6051014037641945
POME,Progression Free Status,AP,0.36996923107872204
UMAP,Progression Free Status,AP,0.5383719883949308
POME,Progression Free Status,AP,0.4272510137032789
UMAP,Progression Free Status,AP,0.4167153021207475
POME,Progression Free Status,AP,0.383676929623077
UMAP,Progression Free Status,AP,0.49099692298353675
POME,Progression Free Status,AP,0.4949471052112555
UMAP,Progression Free Status,AP,0.4828705373304587
POME,Progression Free Status,AP,0.5006640043666699
UMAP,Progression Free Status,AP,0.47625409349415854
Naive,Progression Free Status,AP,0.4046692607003891
POME,Disease Free (Months),R2,0.10195107377716117
