Method,Target,Type,Score,Precision,Recall,F1
UMAP,Aplasia,AP,0.49950347877067974,0.6190476190476191,0.26804123711340205,0.37410071942446044
POME,Aplasia,AP,0.4807055307759527,0.6666666666666666,0.125,0.21052631578947367
UMAP,Aplasia,AP,0.5699621414673954,0.6,0.29464285714285715,0.39520958083832336
POME,Aplasia,AP,0.5565705332108241,0.5833333333333334,0.10071942446043165,0.17177914110429449
UMAP,Aplasia,AP,0.6168624806942836,0.723404255319149,0.2446043165467626,0.3655913978494624
POME,Aplasia,AP,0.3390458127148688,0.42857142857142855,0.1111111111111111,0.17647058823529413
UMAP,Aplasia,AP,0.4049180967364411,0.56,0.1728395061728395,0.2641509433962264
POME,Aplasia,AP,0.44880383251178535,0.6666666666666666,0.1,0.17391304347826086
UMAP,Aplasia,AP,0.4208712618849726,0.5945945945945946,0.275,0.37606837606837606
POME,Aplasia,AP,0.4813744355568167,0.5833333333333334,0.07777777777777778,0.13725490196078433
UMAP,Aplasia,AP,0.4798056731683159,0.6764705882352942,0.25555555555555554,0.3709677419354839
POME,Aplasia,AP,0.5099255438001469,0.8333333333333334,0.1111111111111111,0.19607843137254902
UMAP,Aplasia,AP,0.5476226154812454,0.6842105263157895,0.28888888888888886,0.40625
Naive,Aplasia,AP,0.21205962059620595,-1.0,-1.0,-1.0
POME,Neutropenic Fever,AP,0.06008944896046205,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.05282364167286242,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.10768633410716623,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.10789915524244631,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.110834554577424,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.15344334910556753,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.09154603504443173,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.1716844254561262,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.12798749824320318,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.22767272023183177,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.13587230142992202,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.1438816114355077,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.12352060515640784,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.19038262971702513,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.1534242788545669,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.13983058430191983,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.06527492988883238,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.08875821977070777,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.10296514106286506,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.10361682850737217,0.0,0.0,0.0
Naive,Neutropenic Fever,AP,0.0512646793134598,-1.0,-1.0,-1.0
POME,Aplasia,AP,0.302103793107104,0.3,0.06741573033707865,0.11009174311926606
UMAP,Aplasia,AP,0.3403166414149501,0.375,0.16853932584269662,0.23255813953488372
POME,Aplasia,AP,0.4212794771601444,0.8,0.056338028169014086,0.10526315789473684
UMAP,Aplasia,AP,0.37127765360664555,0.5909090909090909,0.18309859154929578,0.27956989247311825
POME,Aplasia,AP,0.46529941702281546,0.5789473684210527,0.12222222222222222,0.2018348623853211
UMAP,Aplasia,AP,0.40873366752130297,0.5,0.24444444444444444,0.3283582089552239
POME,Aplasia,AP,0.42001654204037336,0.5217391304347826,0.12371134020618557,0.2
UMAP,Aplasia,AP,0.4943951760432034,0.625,0.25773195876288657,0.36496350364963503
POME,Aplasia,AP,0.46735562618260257,0.5555555555555556,0.08928571428571429,0.15384615384615385
UMAP,Aplasia,AP,0.5674739878888719,0.6379310344827587,0.33035714285714285,0.43529411764705883
POME,Aplasia,AP,0.5638173409164102,0.5454545454545454,0.04316546762589928,0.08
UMAP,Aplasia,AP,0.6163262134853399,0.7111111111111111,0.2302158273381295,0.34782608695652173
POME,Aplasia,AP,0.4129598848216034,0.6,0.1111111111111111,0.1875
UMAP,Aplasia,AP,0.4066851833592087,0.5652173913043478,0.16049382716049382,0.25
POME,Aplasia,AP,0.38374472500370227,0.3333333333333333,0.025,0.046511627906976744
UMAP,Aplasia,AP,0.4203845395901895,0.5833333333333334,0.2625,0.3620689655172414
POME,Aplasia,AP,0.481352082271143,0.8888888888888888,0.08888888888888889,0.16161616161616163
UMAP,Aplasia,AP,0.47504275918835714,0.6666666666666666,0.26666666666666666,0.38095238095238093
POME,Aplasia,AP,0.5670764033887754,0.875,0.07777777777777778,0.14285714285714285
UMAP,Aplasia,AP,0.5431949509664884,0.7,0.3111111111111111,0.4307692307692308
Naive,Aplasia,AP,0.21205962059620595,-1.0,-1.0,-1.0
POME,Neutropenic Fever,AP,0.04133412947703213,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.049897350730574774,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.11088833135184045,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.10846332376910366,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.13002484789858967,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.1574981923258023,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.08852569396750615,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.16482986253350657,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.13005719427280557,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.21580399764212152,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.14806866873538985,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.14203956012524047,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.1546998723562355,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.194591458060083,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.16867387814021856,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.1395018190110216,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.05802393865737948,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.09189510284314635,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.12539702840314262,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.10442209872515879,0.0,0.0,0.0
Naive,Neutropenic Fever,AP,0.0512646793134598,-1.0,-1.0,-1.0
