Method,Target,Type,Score
POME,Recurrence,AP,0.4658420204555829
UMAP,Recurrence,AP,0.3511485447903506
POME,Recurrence,AP,0.35950246759326454
UMAP,Recurrence,AP,0.2675418677570779
POME,Recurrence,AP,0.6202238961298436
UMAP,Recurrence,AP,0.3741098602412186
POME,Recurrence,AP,0.27482911401740195
UMAP,Recurrence,AP,0.37593396439613636
POME,Recurrence,AP,0.5693176436516547
UMAP,Recurrence,AP,0.3135215932742006
POME,Recurrence,AP,0.4914831158378249
UMAP,Recurrence,AP,0.30502106726199407
POME,Recurrence,AP,0.5033337342212961
UMAP,Recurrence,AP,0.4313328251980457
POME,Recurrence,AP,0.4920608009893725
UMAP,Recurrence,AP,0.36637663739113013
POME,Recurrence,AP,0.5411686449749077
UMAP,Recurrence,AP,0.30888850051191585
POME,Recurrence,AP,0.43820722095007425
UMAP,Recurrence,AP,0.24541968402702485
Naive,Recurrence,AP,0.23197903014416776
POME,Survival,AP,0.8523053160328818
UMAP,Survival,AP,0.8386958836859524
POME,Survival,AP,0.8448868227736234
UMAP,Survival,AP,0.7785535465571778
POME,Survival,AP,0.8006364359693038
UMAP,Survival,AP,0.7508440053653822
POME,Survival,AP,0.712517644768339
UMAP,Survival,AP,0.7526775762984473
POME,Survival,AP,0.8330900106220405
UMAP,Survival,AP,0.8201403930882829
POME,Survival,AP,0.8760691725733651
UMAP,Survival,AP,0.7955646208299466
POME,Survival,AP,0.8378569325374706
UMAP,Survival,AP,0.7496095417644025
POME,Survival,AP,0.804699440399065
UMAP,Survival,AP,0.8671505881351402
POME,Survival,AP,0.860143790828559
UMAP,Survival,AP,0.8842827269716803
POME,Survival,AP,0.7986400751596541
UMAP,Survival,AP,0.769243578457728
Naive,Survival,AP,0.7208387942332897
POME,RFS Event,AP,0.6809958111336512
UMAP,RFS Event,AP,0.53632103995303
POME,RFS Event,AP,0.5661436069699304
UMAP,RFS Event,AP,0.4940629941449576
POME,RFS Event,AP,0.4982514541614186
UMAP,RFS Event,AP,0.6185053782481534
POME,RFS Event,AP,0.5078468972488241
UMAP,RFS Event,AP,0.4376750725355309
POME,RFS Event,AP,0.7159235450951302
UMAP,RFS Event,AP,0.49016748437735025
POME,RFS Event,AP,0.6714081337028486
UMAP,RFS Event,AP,0.480000935828636
POME,RFS Event,AP,0.6267891047586938
UMAP,RFS Event,AP,0.6302542436786835
POME,RFS Event,AP,0.5760875481438037
UMAP,RFS Event,AP,0.5149454043987224
POME,RFS Event,AP,0.6539119623283891
UMAP,RFS Event,AP,0.46119420862184735
POME,RFS Event,AP,0.6041579474389783
UMAP,RFS Event,AP,0.5179224344467409
Naive,RFS Event,AP,0.39711664482306686
POME,Days to RFS,R2,-0.09166765717765601
UMAP,Days to RFS,R2,0.04129240801395617
POME,Days to RFS,R2,-0.10531011042418736
UMAP,Days to RFS,R2,-0.007178127138628643
