Method,Target,Type,Score
UMAP,Progression Free Status,AP,0.7208104963290018
POME,Progression Free Status,AP,0.7464381297785017
UMAP,Progression Free Status,AP,0.6360602375494504
POME,Progression Free Status,AP,0.5267775741289545
UMAP,Progression Free Status,AP,0.6709919176458212
POME,Progression Free Status,AP,0.5448324949903898
UMAP,Progression Free Status,AP,0.47542942961592527
POME,Progression Free Status,AP,0.5483033837031263
UMAP,Progression Free Status,AP,0.6176017428910666
POME,Progression Free Status,AP,0.7164735561987885
UMAP,Progression Free Status,AP,0.7490623094678404
POME,Progression Free Status,AP,0.7305545370330608
UMAP,Progression Free Status,AP,0.4552063506325644
POME,Progression Free Status,AP,0.6848884962813706
UMAP,Progression Free Status,AP,0.7297708732051134
POME,Progression Free Status,AP,0.6161531892633167
UMAP,Progression Free Status,AP,0.7032529387215176
Naive,Progression Free Status,AP,0.4046692607003891
POME,Disease Free (Months),R2,0.44154237540443797
UMAP,Disease Free (Months),R2,0.15159400011161117
POME,Disease Free (Months),R2,0.07049133072557434
UMAP,Disease Free (Months),R2,0.00593302788654404
POME,Disease Free (Months),R2,0.039158883722362425
UMAP,Disease Free (Months),R2,0.18571189366601604
POME,Disease Free (Months),R2,-0.009904376723345099
UMAP,Disease Free (Months),R2,0.20958620225882674
POME,Disease Free (Months),R2,-1.5969784662665871
UMAP,Disease Free (Months),R2,-1.690307156798132
POME,Disease Free (Months),R2,0.15796073958189483
UMAP,Disease Free (Months),R2,0.23553932534648003
POME,Disease Free (Months),R2,0.04169602610684908
UMAP,Disease Free (Months),R2,0.16298583253311338
POME,Disease Free (Months),R2,0.018334072799161327
UMAP,Disease Free (Months),R2,0.16716720447620792
POME,Disease Free (Months),R2,0.2808881505903633
UMAP,Disease Free (Months),R2,0.24218911212613925
POME,Disease Free (Months),R2,-0.19627530045847918
UMAP,Disease Free (Months),R2,-0.4212985852010973
POME,Months of disease-specific survival,R2,0.23315711042059406
UMAP,Months of disease-specific survival,R2,0.14963326561514334
POME,Months of disease-specific survival,R2,0.1408881163338811
UMAP,Months of disease-specific survival,R2,0.03763622270214084
POME,Months of disease-specific survival,R2,-0.021556105458730546
UMAP,Months of disease-specific survival,R2,0.03563735431860393
POME,Months of disease-specific survival,R2,0.12400712976395989
UMAP,Months of disease-specific survival,R2,0.2135397793168411
POME,Months of disease-specific survival,R2,0.07949573272666899
UMAP,Months of disease-specific survival,R2,0.07176365190546308
POME,Months of disease-specific survival,R2,0.2056301937863414
UMAP,Months of disease-specific survival,R2,0.015529757638971242
POME,Months of disease-specific survival,R2,0.03492569053307104
UMAP,Months of disease-specific survival,R2,0.015210865988364186
POME,Months of disease-specific survival,R2,-0.12877082974313003
UMAP,Months of disease-specific survival,R2,0.1270662891667258
POME,Months of disease-specific survival,R2,-0.024874699218756513
UMAP,Months of disease-specific survival,R2,0.08529191835987893
POME,Months of disease-specific survival,R2,0.13528842667361118
UMAP,Months of disease-specific survival,R2,-0.06809691739630264
POME,Progress Free Survival (Months),R2,0.12916896602114858
UMAP,Progress Free Survival (Months),R2,0.0075654609188531285
POME,Progress Free Survival (Months),R2,0.10882789293949446
UMAP,Progress Free Survival (Months),R2,0.07562222309540523
POME,Progress Free Survival (Months),R2,-0.04255552423367348
UMAP,Progress Free Survival (Months),R2,0.09101855348581345
POME,Progress Free Survival (Months),R2,0.0027532233179451415
UMAP,Progress Free Survival (Months),R2,0.16665649271617666
POME,Progress Free Survival (Months),R2,0.0070745418114895875
UMAP,Progress Free Survival (Months),R2,1.1298443577723027e-05
POME,Progress Free Survival (Months),R2,0.12338235398277264
UMAP,Progress Free Survival (Months),R2,-0.10073881231061099
POME,Progress Free Survival (Months),R2,-0.13473261265376668
UMAP,Progress Free Survival (Months),R2,-0.17904338890175242
POME,Progress Free Survival (Months),R2,-0.13245366511526768
UMAP,Progress Free Survival (Months),R2,0.13867664207407415
POME,Progress Free Survival (Months),R2,-0.05558958582478701
UMAP,Progress Free Survival (Months),R2,0.022418951231244932
POME,Progress Free Survival (Months),R2,0.12103864388577046
UMAP,Progress Free Survival (Months),R2,-0.034059414202761706
POME,Disease Free Status,AP,0.4578191960544902
UMAP,Disease Free Status,AP,0.3575408097581928
POME,Disease Free Status,AP,0.5821407637197111
UMAP,Disease Free Status,AP,0.589553656220323
POME,Disease Free Status,AP,0.34390309171010924
UMAP,Disease Free Status,AP,0.3635721877101188
POME,Disease Free Status,AP,0.4850409499532306
UMAP,Disease Free Status,AP,0.3898466523617764
POME,Disease Free Status,AP,0.447110624581889
UMAP,Disease Free Status,AP,0.3531141951730187
POME,Disease Free Status,AP,0.334755733335855
UMAP,Disease Free Status,AP,0.5659843521105872
POME,Disease Free Status,AP,0.3957454663595015
UMAP,Disease Free Status,AP,0.5396136281719806
POME,Disease Free Status,AP,0.3855085016462725
UMAP,Disease Free Status,AP,0.5390278986770215
POME,Disease Free Status,AP,0.4344947055091982
UMAP,Disease Free Status,AP,0.47720206312883656
POME,Disease Free Status,AP,0.5151973026973027
UMAP,Disease Free Status,AP,0.8332509881422925
Naive,Disease Free Status,AP,0.29276315789473684
POME,Disease-specific Survival status,AP,0.39394400534106416
UMAP,Disease-specific Survival status,AP,0.734738493829403
POME,Disease-specific Survival status,AP,0.5602130558652297
UMAP,Disease-specific Survival status,AP,0.6190542387910809
POME,Disease-specific Survival status,AP,0.3538807927350671
UMAP,Disease-specific Survival status,AP,0.3732804109744243
POME,Disease-specific Survival status,AP,0.44083773472318366
UMAP,Disease-specific Survival status,AP,0.7030078800691908
POME,Disease-specific Survival status,AP,0.5787993197677795
UMAP,Disease-specific Survival status,AP,0.7004117775499354
POME,Disease-specific Survival status,AP,0.5942050392418039
UMAP,Disease-specific Survival status,AP,0.6591700091700091
POME,Disease-specific Survival status,AP,0.541435239982348
UMAP,Disease-specific Survival status,AP,0.722079610345155
POME,Disease-specific Survival status,AP,0.5999669312169311
UMAP,Disease-specific Survival status,AP,0.6410993690405455
POME,Disease-specific Survival status,AP,0.6684287778607555
UMAP,Disease-specific Survival status,AP,0.5384384848179775
POME,Disease-specific Survival status,AP,0.26693751880917654
UMAP,Disease-specific Survival status,AP,0.6651413429149561
Naive,Disease-specific Survival status,AP,0.2384937238493724
POME,Progression Free Status,AP,0.49720184799606604
UMAP,Progression Free Status,AP,0.5844197313367356
POME,Progression Free Status,AP,0.610828453921372
UMAP,Progression Free Status,AP,0.7226236985158887
POME,Progression Free Status,AP,0.5880061295483998
UMAP,Progression Free Status,AP,0.6541791899164071
POME,Progression Free Status,AP,0.45154781022135204
UMAP,Progression Free Status,AP,0.6705671618364375
POME,Progression Free Status,AP,0.43609449556612984
UMAP,Progression Free Status,AP,0.5024529630403213
POME,Progression Free Status,AP,0.4081002593862553
UMAP,Progression Free Status,AP,0.637120670719814
POME,Progression Free Status,AP,0.49764264706433564
UMAP,Progression Free Status,AP,0.7450249483988061
POME,Progression Free Status,AP,0.4910070686232407
UMAP,Progression Free Status,AP,0.4611507940802112
POME,Progression Free Status,AP,0.6956725970249187
UMAP,Progression Free Status,AP,0.7094963866118207
POME,Progression Free Status,AP,0.6033173802692844
UMAP,Progression Free Status,AP,0.7293540992854686
Naive,Progression Free Status,AP,0.4046692607003891
POME,Disease Free (Months),R2,0.25442208956346657
UMAP,Disease Free (Months),R2,0.20536844328475234
POME,Disease Free (Months),R2,-0.25283098325656206
UMAP,Disease Free (Months),R2,-0.00255906526890759
POME,Disease Free (Months),R2,0.13243334151717434
UMAP,Disease Free (Months),R2,0.2898703879556309
POME,Disease Free (Months),R2,0.07561345736479874
UMAP,Disease Free (Months),R2,0.20847647047645934
POME,Disease Free (Months),R2,-1.723693947839216
UMAP,Disease Free (Months),R2,-2.7163686798709104
POME,Disease Free (Months),R2,-0.05966314365917347
UMAP,Disease Free (Months),R2,0.2681370047723538
POME,Disease Free (Months),R2,-0.17725318564751635
UMAP,Disease Free (Months),R2,0.1181584773286094
POME,Disease Free (Months),R2,0.29857519749397543
UMAP,Disease Free (Months),R2,0.18853862333798987
POME,Disease Free (Months),R2,0.44966676143354833
UMAP,Disease Free (Months),R2,0.25038434326022974
POME,Disease Free (Months),R2,0.05039326918524534
UMAP,Disease Free (Months),R2,-0.20416052460386913
POME,Months of disease-specific survival,R2,-0.057563105015240756
UMAP,Months of disease-specific survival,R2,0.1977029045005093
POME,Months of disease-specific survival,R2,0.1130533438842306
UMAP,Months of disease-specific survival,R2,0.1433308770428966
POME,Months of disease-specific survival,R2,-0.024534234803618382
UMAP,Months of disease-specific survival,R2,-0.003615815422861157
POME,Months of disease-specific survival,R2,0.1887423852222302
UMAP,Months of disease-specific survival,R2,0.21933592952862047
POME,Months of disease-specific survival,R2,0.023393725351167016
UMAP,Months of disease-specific survival,R2,0.13157099476141498
POME,Months of disease-specific survival,R2,0.13193321954718462
UMAP,Months of disease-specific survival,R2,-0.11269572728055932
POME,Months of disease-specific survival,R2,0.07809556460365352
UMAP,Months of disease-specific survival,R2,-0.008259545611990049
POME,Months of disease-specific survival,R2,-0.16403391986617688
UMAP,Months of disease-specific survival,R2,0.004463652626774062
POME,Months of disease-specific survival,R2,0.009610346624358002
UMAP,Months of disease-specific survival,R2,0.09071739103962118
POME,Months of disease-specific survival,R2,0.09054885529730405
UMAP,Months of disease-specific survival,R2,0.025893775689819654
POME,Progress Free Survival (Months),R2,-0.0663260688134435
UMAP,Progress Free Survival (Months),R2,0.019093604009220666
POME,Progress Free Survival (Months),R2,0.09116172274872536
UMAP,Progress Free Survival (Months),R2,0.10092363919811465
POME,Progress Free Survival (Months),R2,-0.02398093086594333
UMAP,Progress Free Survival (Months),R2,0.04770330127030864
POME,Progress Free Survival (Months),R2,0.005938866928488551
UMAP,Progress Free Survival (Months),R2,0.1693761198225241
POME,Progress Free Survival (Months),R2,-0.03383621601496656
UMAP,Progress Free Survival (Months),R2,0.043868347702967436
POME,Progress Free Survival (Months),R2,-0.052475411381408765
UMAP,Progress Free Survival (Months),R2,-0.24223170133724214
POME,Progress Free Survival (Months),R2,-0.2047145019461214
UMAP,Progress Free Survival (Months),R2,-0.32132785756028426
POME,Progress Free Survival (Months),R2,-0.14640439250293502
UMAP,Progress Free Survival (Months),R2,-0.015865607761041955
POME,Progress Free Survival (Months),R2,-0.02398100050508667
UMAP,Progress Free Survival (Months),R2,0.015710703121040726
POME,Progress Free Survival (Months),R2,0.02977321406826583
UMAP,Progress Free Survival (Months),R2,-0.0414542432217988
POME,Disease Free Status,AP,0.5447405654471239
UMAP,Disease Free Status,AP,0.3685871117719498
POME,Disease Free Status,AP,0.5544122118834762
UMAP,Disease Free Status,AP,0.582716049382716
POME,Disease Free Status,AP,0.4989792790414409
UMAP,Disease Free Status,AP,0.4867307410785672
POME,Disease Free Status,AP,0.838746438746439
UMAP,Disease Free Status,AP,0.3766200105272505
POME,Disease Free Status,AP,0.4192140829395732
UMAP,Disease Free Status,AP,0.41632996632996633
POME,Disease Free Status,AP,0.6218095056481785
UMAP,Disease Free Status,AP,0.5920424047235642
POME,Disease Free Status,AP,0.683641975308642
UMAP,Disease Free Status,AP,0.7019211725094079
POME,Disease Free Status,AP,0.478678176923791
UMAP,Disease Free Status,AP,0.5466791979949875
POME,Disease Free Status,AP,0.6591880341880343
UMAP,Disease Free Status,AP,0.5443832347753916
POME,Disease Free Status,AP,0.7050583188741084
UMAP,Disease Free Status,AP,0.8322115384615385
Naive,Disease Free Status,AP,0.29276315789473684
POME,Disease-specific Survival status,AP,0.7965488215488216
UMAP,Disease-specific Survival status,AP,0.7327857900613319
POME,Disease-specific Survival status,AP,0.5883849083075389
UMAP,Disease-specific Survival status,AP,0.5726713274841617
POME,Disease-specific Survival status,AP,0.519720228105808
UMAP,Disease-specific Survival status,AP,0.3785768944859854
POME,Disease-specific Survival status,AP,0.7935591060591061
UMAP,Disease-specific Survival status,AP,0.6953463203463203
POME,Disease-specific Survival status,AP,0.759402332204001
UMAP,Disease-specific Survival status,AP,0.6064543460925039
POME,Disease-specific Survival status,AP,0.7058887533508027
UMAP,Disease-specific Survival status,AP,0.6068452380952382
POME,Disease-specific Survival status,AP,0.7602790566391825
UMAP,Disease-specific Survival status,AP,0.7193307296568165
POME,Disease-specific Survival status,AP,0.7187889044506691
UMAP,Disease-specific Survival status,AP,0.6047490234796736
POME,Disease-specific Survival status,AP,0.7556867375049194
UMAP,Disease-specific Survival status,AP,0.566314985827181
POME,Disease-specific Survival status,AP,0.667301789119971
UMAP,Disease-specific Survival status,AP,0.6387401004792309
Naive,Disease-specific Survival status,AP,0.2384937238493724
POME,Progression Free Status,AP,0.6090995012445406
UMAP,Progression Free Status,AP,0.5994811979806183
POME,Progression Free Status,AP,0.6591323145997876
UMAP,Progression Free Status,AP,0.7387185487607917
POME,Progression Free Status,AP,0.785512132323374
UMAP,Progression Free Status,AP,0.6876221331247334
POME,Progression Free Status,AP,0.6696838165047707
UMAP,Progression Free Status,AP,0.6421848795459246
POME,Progression Free Status,AP,0.5860959944268366
UMAP,Progression Free Status,AP,0.48382668343965124
POME,Progression Free Status,AP,0.6893638807953326
UMAP,Progression Free Status,AP,0.6750752839292291
POME,Progression Free Status,AP,0.7431918631618664
UMAP,Progression Free Status,AP,0.7702604801841091
POME,Progression Free Status,AP,0.7879724291833194
UMAP,Progression Free Status,AP,0.4866611885069268
POME,Progression Free Status,AP,0.6939582412285978
UMAP,Progression Free Status,AP,0.7097368624345435
POME,Progression Free Status,AP,0.821999044775962
UMAP,Progression Free Status,AP,0.7522721370223644
Naive,Progression Free Status,AP,0.4046692607003891
POME,Disease Free (Months),R2,0.36244869771001775
UMAP,Disease Free (Months),R2,-0.11818371600890232
POME,Disease Free (Months),R2,0.14774200567141638
UMAP,Disease Free (Months),R2,-0.07925705250238657
POME,Disease Free (Months),R2,0.208572525096412
UMAP,Disease Free (Months),R2,0.20247592564072048
POME,Disease Free (Months),R2,0.13238939432830732
UMAP,Disease Free (Months),R2,0.3027530278174714
POME,Disease Free (Months),R2,-1.9536587717792746
UMAP,Disease Free (Months),R2,-1.5576396068000014
POME,Disease Free (Months),R2,0.19133956644062644
UMAP,Disease Free (Months),R2,0.3567673342767004
POME,Disease Free (Months),R2,-0.32165959791206156
UMAP,Disease Free (Months),R2,0.09634445526017565
POME,Disease Free (Months),R2,0.2410285136231064
UMAP,Disease Free (Months),R2,0.2246988550869945
POME,Disease Free (Months),R2,-0.2666489145181199
UMAP,Disease Free (Months),R2,0.22638984865495815
POME,Disease Free (Months),R2,-0.2609792516918279
UMAP,Disease Free (Months),R2,-0.19116758573745285
POME,Months of disease-specific survival,R2,0.17364101129343734
UMAP,Months of disease-specific survival,R2,0.15677232920236306
POME,Months of disease-specific survival,R2,0.21658579184489513
UMAP,Months of disease-specific survival,R2,0.059497334414059244
POME,Months of disease-specific survival,R2,0.08982314157339666
UMAP,Months of disease-specific survival,R2,-0.0009204178300763477
POME,Months of disease-specific survival,R2,0.13708238950076146
UMAP,Months of disease-specific survival,R2,0.19968120560449776
POME,Months of disease-specific survival,R2,0.05916330978513695
UMAP,Months of disease-specific survival,R2,0.1354735144524154
POME,Months of disease-specific survival,R2,0.19955527775221893
UMAP,Months of disease-specific survival,R2,-0.09116149599236745
POME,Months of disease-specific survival,R2,0.01839749329632434
UMAP,Months of disease-specific survival,R2,0.0294827859964103
POME,Months of disease-specific survival,R2,-0.2141669326856661
UMAP,Months of disease-specific survival,R2,0.030270576174689312
POME,Months of disease-specific survival,R2,0.07923615388884775
UMAP,Months of disease-specific survival,R2,0.11163308626046686
POME,Months of disease-specific survival,R2,0.13642942003062453
UMAP,Months of disease-specific survival,R2,-0.1494407779429321
POME,Progress Free Survival (Months),R2,0.12413963546902806
UMAP,Progress Free Survival (Months),R2,0.02583565525117759
POME,Progress Free Survival (Months),R2,0.1876917140237624
UMAP,Progress Free Survival (Months),R2,0.06873954046017228
POME,Progress Free Survival (Months),R2,0.10803924622283878
UMAP,Progress Free Survival (Months),R2,0.0699613019898051
POME,Progress Free Survival (Months),R2,0.16792573769964725
UMAP,Progress Free Survival (Months),R2,0.039330374634183984
POME,Progress Free Survival (Months),R2,0.029876236038024473
UMAP,Progress Free Survival (Months),R2,0.03409746825453008
POME,Progress Free Survival (Months),R2,0.015129096178499002
UMAP,Progress Free Survival (Months),R2,-0.2411004090468558
POME,Progress Free Survival (Months),R2,-0.1521924106742112
UMAP,Progress Free Survival (Months),R2,-0.22391434879538719
POME,Progress Free Survival (Months),R2,-0.25716320758715216
UMAP,Progress Free Survival (Months),R2,0.027483602859640133
POME,Progress Free Survival (Months),R2,0.042737974970298964
UMAP,Progress Free Survival (Months),R2,0.0652979505500042
POME,Progress Free Survival (Months),R2,0.12242361071931218
UMAP,Progress Free Survival (Months),R2,-0.22578693739419764
POME,Disease Free Status,AP,0.5318688196668814
UMAP,Disease Free Status,AP,0.3608905431486077
POME,Disease Free Status,AP,0.23408178133324334
UMAP,Disease Free Status,AP,0.6421444840562487
POME,Disease Free Status,AP,0.2887589462431298
UMAP,Disease Free Status,AP,0.4194003102049079
POME,Disease Free Status,AP,0.642592483183881
UMAP,Disease Free Status,AP,0.4746923107309581
POME,Disease Free Status,AP,0.7398072941551204
UMAP,Disease Free Status,AP,0.38235229104904567
POME,Disease Free Status,AP,0.3512169929380442
UMAP,Disease Free Status,AP,0.593936949653828
POME,Disease Free Status,AP,0.48499352141215424
UMAP,Disease Free Status,AP,0.6474802390591865
POME,Disease Free Status,AP,0.5458994708994709
UMAP,Disease Free Status,AP,0.5644460477793811
POME,Disease Free Status,AP,0.2743357926966458
UMAP,Disease Free Status,AP,0.5049179859324786
POME,Disease Free Status,AP,0.6332142857142857
UMAP,Disease Free Status,AP,0.8377192982456141
Naive,Disease Free Status,AP,0.29276315789473684
POME,Disease-specific Survival status,AP,0.46230747882138623
UMAP,Disease-specific Survival status,AP,0.7418717247664616
POME,Disease-specific Survival status,AP,0.27122687918142463
UMAP,Disease-specific Survival status,AP,0.5586970086970087
POME,Disease-specific Survival status,AP,0.41113257055839114
UMAP,Disease-specific Survival status,AP,0.37617003566605123
POME,Disease-specific Survival status,AP,0.39892711469954767
UMAP,Disease-specific Survival status,AP,0.6276902390538754
POME,Disease-specific Survival status,AP,0.4539528455930452
UMAP,Disease-specific Survival status,AP,0.7338883657594335
POME,Disease-specific Survival status,AP,0.5445967507595544
UMAP,Disease-specific Survival status,AP,0.6176925505050505
POME,Disease-specific Survival status,AP,0.4523376988704874
UMAP,Disease-specific Survival status,AP,0.7299918484293484
POME,Disease-specific Survival status,AP,0.35170074164685516
UMAP,Disease-specific Survival status,AP,0.6433836996336997
POME,Disease-specific Survival status,AP,0.4564792441222647
UMAP,Disease-specific Survival status,AP,0.4741697811819763
POME,Disease-specific Survival status,AP,0.5184361344308855
UMAP,Disease-specific Survival status,AP,0.7324151570656922
Naive,Disease-specific Survival status,AP,0.2384937238493724
POME,Progression Free Status,AP,0.48658541504557545
UMAP,Progression Free Status,AP,0.5864778232302792
POME,Progression Free Status,AP,0.5797839547167135
UMAP,Progression Free Status,AP,0.7269574793719571
POME,Progression Free Status,AP,0.539580585849978
UMAP,Progression Free Status,AP,0.6895284077369728
POME,Progression Free Status,AP,0.5803843132795186
UMAP,Progression Free Status,AP,0.6640512511243062
POME,Progression Free Status,AP,0.31971659001685304
UMAP,Progression Free Status,AP,0.5020242343001967
POME,Progression Free Status,AP,0.5573434578523991
UMAP,Progression Free Status,AP,0.6932896438683672
POME,Progression Free Status,AP,0.6052901982224419
UMAP,Progression Free Status,AP,0.7226007698625228
POME,Progression Free Status,AP,0.5699053371526108
UMAP,Progression Free Status,AP,0.47187301988913233
POME,Progression Free Status,AP,0.6583496835259346
UMAP,Progression Free Status,AP,0.7254180545102304
POME,Progression Free Status,AP,0.5355896095575264
UMAP,Progression Free Status,AP,0.735776630812683
Naive,Progression Free Status,AP,0.4046692607003891
POME,Disease Free (Months),R2,-0.30734261346823244
UMAP,Disease Free (Months),R2,0.1277007378933268
POME,Disease Free (Months),R2,-0.01668672700648477
UMAP,Disease Free (Months),R2,0.1631119721098464
POME,Disease Free (Months),R2,0.08374700363469512
UMAP,Disease Free (Months),R2,-0.13130480369225062
POME,Disease Free (Months),R2,-0.09439587322336829
UMAP,Disease Free (Months),R2,0.2794223860077346
POME,Disease Free (Months),R2,-0.9898017490378421
UMAP,Disease Free (Months),R2,-1.9013730342450783
POME,Disease Free (Months),R2,-0.05573376483161718
UMAP,Disease Free (Months),R2,0.28124488933807057
POME,Disease Free (Months),R2,-0.6125836901065835
UMAP,Disease Free (Months),R2,0.17878762844664065
POME,Disease Free (Months),R2,-0.09794832069727488
UMAP,Disease Free (Months),R2,0.1366168005439361
POME,Disease Free (Months),R2,-0.07713637014119556
UMAP,Disease Free (Months),R2,0.06293435252672508
POME,Disease Free (Months),R2,-0.19983877379838844
UMAP,Disease Free (Months),R2,-0.4976195781531285
POME,Months of disease-specific survival,R2,-0.15960434704583792
UMAP,Months of disease-specific survival,R2,0.14359856289744266
POME,Months of disease-specific survival,R2,-0.02726938362026199
UMAP,Months of disease-specific survival,R2,0.16499474977888184
POME,Months of disease-specific survival,R2,-0.10755700661561685
UMAP,Months of disease-specific survival,R2,0.07890059802548255
POME,Months of disease-specific survival,R2,0.052554798902547994
UMAP,Months of disease-specific survival,R2,0.18660685963773715
POME,Months of disease-specific survival,R2,-0.02843367605562963
UMAP,Months of disease-specific survival,R2,0.06721577541279444
POME,Months of disease-specific survival,R2,-0.05215713085664708
UMAP,Months of disease-specific survival,R2,-0.16857601489792406
POME,Months of disease-specific survival,R2,-0.17561853572388197
UMAP,Months of disease-specific survival,R2,0.05876901285718106
POME,Months of disease-specific survival,R2,-0.21126230039340732
UMAP,Months of disease-specific survival,R2,0.10552321554800093
POME,Months of disease-specific survival,R2,-0.09266505089338972
UMAP,Months of disease-specific survival,R2,0.09421825109609228
POME,Months of disease-specific survival,R2,-0.10720904148879096
UMAP,Months of disease-specific survival,R2,-0.0477844792691684
POME,Progress Free Survival (Months),R2,-0.09006544251560755
UMAP,Progress Free Survival (Months),R2,-0.08478202967357706
POME,Progress Free Survival (Months),R2,-0.04842770738139168
UMAP,Progress Free Survival (Months),R2,0.1464188015999025
POME,Progress Free Survival (Months),R2,-0.037202785288530604
UMAP,Progress Free Survival (Months),R2,0.08142901833816796
POME,Progress Free Survival (Months),R2,0.011056229115649185
UMAP,Progress Free Survival (Months),R2,0.1148792147080665
POME,Progress Free Survival (Months),R2,-0.06063440724048763
UMAP,Progress Free Survival (Months),R2,-0.015565804644935843
POME,Progress Free Survival (Months),R2,-0.05367684408296225
UMAP,Progress Free Survival (Months),R2,-0.2738179875273412
POME,Progress Free Survival (Months),R2,-0.30904745358155417
UMAP,Progress Free Survival (Months),R2,-0.16331829356571226
POME,Progress Free Survival (Months),R2,-0.10838667248899614
UMAP,Progress Free Survival (Months),R2,0.0779595088284063
POME,Progress Free Survival (Months),R2,-0.050035465729985296
UMAP,Progress Free Survival (Months),R2,0.026861683641444922
POME,Progress Free Survival (Months),R2,-0.2455816449529451
UMAP,Progress Free Survival (Months),R2,-0.07130724851517911
POME,Disease Free Status,AP,0.5014807033924682
UMAP,Disease Free Status,AP,0.3562389011781252
POME,Disease Free Status,AP,0.639156483402852
UMAP,Disease Free Status,AP,0.7006211180124224
POME,Disease Free Status,AP,0.43180448817703715
UMAP,Disease Free Status,AP,0.49046977713644374
POME,Disease Free Status,AP,0.6587361712361712
UMAP,Disease Free Status,AP,0.4662443303822614
POME,Disease Free Status,AP,0.6251913545391807
UMAP,Disease Free Status,AP,0.4579663739794459
POME,Disease Free Status,AP,0.5636057152723819
UMAP,Disease Free Status,AP,0.5663429163429163
POME,Disease Free Status,AP,0.503984105563053
UMAP,Disease Free Status,AP,0.6541449463276088
POME,Disease Free Status,AP,0.6378106461439796
UMAP,Disease Free Status,AP,0.6316439246263807
POME,Disease Free Status,AP,0.6361163474206952
UMAP,Disease Free Status,AP,0.5980687830687831
POME,Disease Free Status,AP,0.537694597069597
UMAP,Disease Free Status,AP,0.8395308924485125
Naive,Disease Free Status,AP,0.29276315789473684
POME,Disease-specific Survival status,AP,0.5288878001793602
UMAP,Disease-specific Survival status,AP,0.7673280423280423
POME,Disease-specific Survival status,AP,0.5998478572735119
UMAP,Disease-specific Survival status,AP,0.6888369800134506
POME,Disease-specific Survival status,AP,0.41754822228769006
UMAP,Disease-specific Survival status,AP,0.38218347309256395
POME,Disease-specific Survival status,AP,0.5545473532315637
UMAP,Disease-specific Survival status,AP,0.7099385773366964
POME,Disease-specific Survival status,AP,0.7716429165583374
UMAP,Disease-specific Survival status,AP,0.6911810776942355
POME,Disease-specific Survival status,AP,0.6491368199701533
UMAP,Disease-specific Survival status,AP,0.599270131879571
POME,Disease-specific Survival status,AP,0.6755684255684256
UMAP,Disease-specific Survival status,AP,0.7010430541680541
POME,Disease-specific Survival status,AP,0.5929131303213311
UMAP,Disease-specific Survival status,AP,0.6130124097035862
POME,Disease-specific Survival status,AP,0.6108061130788404
UMAP,Disease-specific Survival status,AP,0.49207596325243386
POME,Disease-specific Survival status,AP,0.6348575985418091
UMAP,Disease-specific Survival status,AP,0.6514230014230014
Naive,Disease-specific Survival status,AP,0.2384937238493724
POME,Progression Free Status,AP,0.5509950258662109
UMAP,Progression Free Status,AP,0.5956730032766782
POME,Progression Free Status,AP,0.6224839727880769
UMAP,Progression Free Status,AP,0.7216319175330692
POME,Progression Free Status,AP,0.8299574613171106
