Method,Target,Type,Score
POME,Recurrence,AP,0.2653608832255755
UMAP,Recurrence,AP,0.3040021617443396
POME,Recurrence,AP,0.45396736177720165
UMAP,Recurrence,AP,0.3144014510809878
POME,Recurrence,AP,0.38429562206566725
UMAP,Recurrence,AP,0.35217369230320933
POME,Recurrence,AP,0.2544434015185555
UMAP,Recurrence,AP,0.44597705933436294
POME,Recurrence,AP,0.25323705744488684
UMAP,Recurrence,AP,0.4137175620327437
POME,Recurrence,AP,0.3686816415543463
UMAP,Recurrence,AP,0.35136810429825927
POME,Recurrence,AP,0.3367125851788546
UMAP,Recurrence,AP,0.45864848921074153
POME,Recurrence,AP,0.2895688629322644
UMAP,Recurrence,AP,0.3935511807773878
POME,Recurrence,AP,0.32227153615021265
UMAP,Recurrence,AP,0.30662315417095465
POME,Recurrence,AP,0.41581807181484376
UMAP,Recurrence,AP,0.37231389889071875
Naive,Recurrence,AP,0.23197903014416776
POME,Survival,AP,0.672956339341821
UMAP,Survival,AP,0.8161678665033442
POME,Survival,AP,0.8330622929730959
UMAP,Survival,AP,0.7721409525232572
POME,Survival,AP,0.7596717775949475
UMAP,Survival,AP,0.7825114896854192
POME,Survival,AP,0.695186249895589
UMAP,Survival,AP,0.7810540832377936
POME,Survival,AP,0.7627211733695182
UMAP,Survival,AP,0.7998578178806225
POME,Survival,AP,0.8509068350195299
UMAP,Survival,AP,0.7922596936654676
POME,Survival,AP,0.7271760252452083
UMAP,Survival,AP,0.7565290916683571
POME,Survival,AP,0.7693691301103397
UMAP,Survival,AP,0.8345107684075366
POME,Survival,AP,0.7596394431616056
UMAP,Survival,AP,0.8687306032869295
POME,Survival,AP,0.821832805523429
UMAP,Survival,AP,0.788470991251038
Naive,Survival,AP,0.7208387942332897
POME,RFS Event,AP,0.5244445897971272
UMAP,RFS Event,AP,0.5371337178969886
POME,RFS Event,AP,0.37992465519833885
UMAP,RFS Event,AP,0.45082239667331564
POME,RFS Event,AP,0.5100004278068251
UMAP,RFS Event,AP,0.5426837934272408
POME,RFS Event,AP,0.5570118424978846
UMAP,RFS Event,AP,0.43603493711642355
POME,RFS Event,AP,0.41898675798429796
UMAP,RFS Event,AP,0.435813488937652
POME,RFS Event,AP,0.43961986103452133
UMAP,RFS Event,AP,0.5152537693980139
POME,RFS Event,AP,0.4355578249643819
UMAP,RFS Event,AP,0.485394310442456
POME,RFS Event,AP,0.4967006334441326
UMAP,RFS Event,AP,0.5313202637358518
POME,RFS Event,AP,0.6707850566261374
UMAP,RFS Event,AP,0.454039923780487
POME,RFS Event,AP,0.5390631339223424
UMAP,RFS Event,AP,0.5141599579488189
Naive,RFS Event,AP,0.39711664482306686
POME,Days to RFS,R2,-0.009892719251292537
UMAP,Days to RFS,R2,-0.010129557909660747
POME,Days to RFS,R2,0.06284567027065335
UMAP,Days to RFS,R2,0.022783053105425277
POME,Days to RFS,R2,0.025871563711989287
UMAP,Days to RFS,R2,0.0361773612721098
POME,Days to RFS,R2,-0.03485755280311431
UMAP,Days to RFS,R2,0.048261223180829704
POME,Days to RFS,R2,0.0773013056694758
UMAP,Days to RFS,R2,0.0037252505779761247
POME,Days to RFS,R2,-83.78867282308848
UMAP,Days to RFS,R2,0.025693363469110664
POME,Days to RFS,R2,-2.5350644567215244
